"70BCSV 	",Prueba subir archivo 
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 ,
25,
CTRWL,1550
SPAN,200
START WL,1450
STOP WL,1650
WLFREQ,0
REFL,-59.9
LSCL,4
RESLN,0.2
AVG,1
SMPLAUTO,1
SMPL,5001
SMPLINTVL,0.04
HIGH2,
MEAS,
LSUNT,0
NMSKH,OFF
RESCOR,0
SMOOTH,0
FIBERTYPE,0
MEASWL,1
SWPSPD,0
RESPARM,9674
FREQPARM,9674
,
,
1610.96,-76.974
1611,-76.974
1611.04,-77.119
1611.08,-77.133
1611.12,-77.263
1611.16,-77.292
1611.2,-77.332
1611.24,-77.481
1611.28,-77.567
1611.32,-77.516
1611.36,-77.616
1611.4,-77.609
1611.44,-77.746
1611.48,-77.756
1611.52,-77.929
1611.56,-77.885
1611.6,-77.973
1611.64,-78.118
1611.68,-78.163
1611.72,-78.361
1611.76,-78.519
1611.8,-78.414
1611.84,-78.329
1611.88,-78.552
1611.92,-78.626
1611.96,-78.505
1612,-78.865
1612.04,-78.888
1612.08,-78.829
1612.12,-78.939
1612.16,-78.897
1612.2,-79.322
1612.24,-79.128
1612.28,-79.174
1612.32,-79.45
1612.36,-79.536
1612.4,-79.461
1612.44,-79.453
1612.48,-79.605
1612.52,-79.629
1612.56,-79.777
1612.6,-79.645
1612.64,-79.879
1612.68,-80.086
1612.72,-80.042
1612.76,-80.001
1612.8,-80.19
1612.84,-80.328
1612.88,-80.34
1612.92,-80.453
1612.96,-80.495
1613,-80.311
1613.04,-80.647
1613.08,-80.692
1613.12,-80.725
1613.16,-80.746
1613.2,-80.569
1613.24,-81.058
1613.28,-81.027
1613.32,-81.244
1613.36,-81.354
1613.4,-81.337
1613.44,-81.351
1613.48,-81.755
1613.52,-81.595
1613.56,-81.688
1613.6,-81.65
1613.64,-81.897
1613.68,-81.988
1613.72,-81.703
1613.76,-82.401
1613.8,-82.045
1613.84,-81.92
1613.88,-82.115
1613.92,-82.445
1613.96,-82.33
1614,-82.348
1614.04,-82.3
1614.08,-82.41
1614.12,-82.601
1614.16,-82.295
1614.2,-82.686
1614.24,-82.649
1614.28,-83.11
1614.32,-83.257
1614.36,-82.624
1614.4,-83.241
1614.44,-82.975
1614.48,-83.156
1614.52,-83.431
1614.56,-83.169
1614.6,-83.644
1614.64,-83.43
1614.68,-83.429
1614.72,-83.227
1614.76,-83.601
1614.8,-83.302
1614.84,-83.618
1614.88,-84.258
1614.92,-83.772
1614.96,-83.928
1615,-84.165
1615.04,-83.725
1615.08,-84.398
1615.12,-83.797
1615.16,-83.948
1615.2,-83.348
1615.24,-83.539
1615.28,-84.107
1615.32,-84.18
1615.36,-83.462
1615.4,-83.974
1615.44,-83.556
1615.48,-84.043
1615.52,-84.092
1615.56,-84.328
1615.6,-83.776
1615.64,-83.749
1615.68,-83.766
1615.72,-84.361
1615.76,-83.847
1615.8,-83.775
1615.84,-83.775
1615.88,-83.656
1615.92,-83.654
1615.96,-83.458
1616,-83.796
1616.04,-84.149
1616.08,-83.927
1616.12,-83.655
1616.16,-83.5
1616.2,-83.657
1616.24,-83.314
1616.28,-83.964
1616.32,-84.031
1616.36,-83.326
1616.4,-83.637
1616.44,-83.802
1616.48,-83.174
1616.52,-83.107
1616.56,-83.322
1616.6,-83.005
1616.64,-82.737
1616.68,-83.055
1616.72,-83.646
1616.76,-83.417
1616.8,-83.224
1616.84,-82.81
1616.88,-83.026
1616.92,-82.964
1616.96,-83.343
1617,-82.764
1617.04,-83.137
1617.08,-82.824
1617.12,-83.119
1617.16,-82.373
1617.2,-82.485
1617.24,-82.707
1617.28,-82.442
1617.32,-82.849
1617.36,-82.778
1617.4,-82.34
1617.44,-82.554
1617.48,-81.845
1617.52,-82.12
1617.56,-82.235
1617.6,-82.137
1617.64,-82.115
1617.68,-81.774
1617.72,-81.61
1617.76,-81.753
1617.8,-81.897
1617.84,-81.834
1617.88,-81.524
1617.92,-81.687
1617.96,-81.635
1618,-81.409
1618.04,-81.302
1618.08,-81.439
1618.12,-81.255
1618.16,-81.054
1618.2,-81.179
1618.24,-80.838
1618.28,-81.115
1618.32,-81.184
1618.36,-81.143
1618.4,-81.189
1618.44,-80.772
1618.48,-80.728
1618.52,-80.761
1618.56,-80.526
1618.6,-80.454
1618.64,-80.527
1618.68,-80.524
1618.72,-80.166
1618.76,-80.383
1618.8,-80.242
1618.84,-80.056
1618.88,-79.935
1618.92,-80.003
1618.96,-80.01
1619,-79.874
1619.04,-79.875
1619.08,-79.978
1619.12,-79.905
1619.16,-79.71
1619.2,-79.968
1619.24,-79.752
1619.28,-79.583
1619.32,-79.271
1619.36,-79.477
1619.4,-79.269
1619.44,-79.515
1619.48,-79.298
1619.52,-79.277
1619.56,-79.008
1619.6,-79.21
1619.64,-79.085
1619.68,-78.944
1619.72,-78.916
1619.76,-79.002
1619.8,-79
1619.84,-78.656
1619.88,-78.749
1619.92,-78.701
1619.96,-78.727
1620,-78.593
1620.04,-78.445
1620.08,-78.502
1620.12,-78.551
1620.16,-78.493
1620.2,-78.227
1620.24,-78.363
1620.28,-78.263
1620.32,-78.094
1620.36,-78.112
1620.4,-77.961
1620.44,-78.053
1620.48,-78.11
1620.52,-77.913
1620.56,-77.905
1620.6,-77.963
1620.64,-77.772
1620.68,-77.731
1620.72,-77.607
1620.76,-77.603
1620.8,-77.616
1620.84,-77.58
1620.88,-77.603
1620.92,-77.579
1620.96,-77.32
1621,-77.469
1621.04,-77.298
1621.08,-77.237
1621.12,-77.257
1621.16,-77.164
1621.2,-77.092
1621.24,-77.071
1621.28,-77.082
1621.32,-76.991
1621.36,-76.931
1621.4,-76.935
1621.44,-76.867
1621.48,-76.87
1621.52,-76.838
1621.56,-76.716
1621.6,-76.762
1621.64,-76.599
1621.68,-76.724
1621.72,-76.598
1621.76,-76.627
1621.8,-76.525
1621.84,-76.513
1621.88,-76.593
1621.92,-76.411
1621.96,-76.502
1622,-76.391
1622.04,-76.376
1622.08,-76.393
1622.12,-76.232
1622.16,-76.316
1622.2,-76.163
1622.24,-76.187
1622.28,-76
1622.32,-76.17
1622.36,-76.011
1622.4,-75.983
1622.44,-76.013
1622.48,-75.904
1622.52,-75.887
1622.56,-75.785
1622.6,-75.85
1622.64,-75.841
1622.68,-75.836
1622.72,-75.733
1622.76,-75.744
1622.8,-75.828
1622.84,-75.676
1622.88,-75.629
1622.92,-75.596
1622.96,-75.491
1623,-75.541
1623.04,-75.47
1623.08,-75.452
1623.12,-75.362
1623.16,-75.345
1623.2,-75.375
1623.24,-75.435
1623.28,-75.253
1623.32,-75.267
1623.36,-75.343
1623.4,-75.23
1623.44,-75.177
1623.48,-75.203
1623.52,-75.177
1623.56,-75.129
1623.6,-75.085
1623.64,-75.035
1623.68,-75.048
1623.72,-75.041
1623.76,-75.005
1623.8,-74.957
1623.84,-74.907
1623.88,-74.923
1623.92,-74.923
1623.96,-74.773
1624,-74.857
1624.04,-74.803
1624.08,-74.823
1624.12,-74.745
1624.16,-74.766
1624.2,-74.702
1624.24,-74.649
1624.28,-74.712
1624.32,-74.639
1624.36,-74.619
1624.4,-74.551
1624.44,-74.489
1624.48,-74.52
1624.52,-74.418
1624.56,-74.465
1624.6,-74.503
1624.64,-74.36
1624.68,-74.395
1624.72,-74.378
1624.76,-74.389
1624.8,-74.335
1624.84,-74.299
1624.88,-74.279
1624.92,-74.205
1624.96,-74.22
1625,-74.111
1625.04,-74.197
1625.08,-74.156
1625.12,-74.112
1625.16,-74.038
1625.2,-74.049
1625.24,-74.037
1625.28,-74.056
1625.32,-73.973
1625.36,-73.941
1625.4,-73.952
1625.44,-73.987
1625.48,-73.928
1625.52,-73.905
1625.56,-73.883
1625.6,-73.805
1625.64,-73.848
1625.68,-73.798
1625.72,-73.77
1625.76,-73.746
1625.8,-73.726
1625.84,-73.757
1625.88,-73.726
1625.92,-73.655
1625.96,-73.672
1626,-73.656
1626.04,-73.635
1626.08,-73.612
1626.12,-73.559
1626.16,-73.556
1626.2,-73.511
1626.24,-73.491
1626.28,-73.486
1626.32,-73.471
1626.36,-73.477
1626.4,-73.447
1626.44,-73.37
1626.48,-73.38
1626.52,-73.299
1626.56,-73.337
1626.6,-73.255
1626.64,-73.305
1626.68,-73.196
1626.72,-73.253
1626.76,-73.262
1626.8,-73.231
1626.84,-73.217
1626.88,-73.264
1626.92,-73.125
1626.96,-73.177
1627,-73.11
1627.04,-73.087
1627.08,-73.097
1627.12,-73.01
1627.16,-73.098
1627.2,-73.059
1627.24,-73.013
1627.28,-73.006
1627.32,-73.013
1627.36,-72.969
1627.4,-72.943
1627.44,-72.928
1627.48,-72.951
1627.52,-72.914
1627.56,-72.884
1627.6,-72.89
1627.64,-72.857
1627.68,-72.877
1627.72,-72.789
1627.76,-72.796
1627.8,-72.815
1627.84,-72.791
1627.88,-72.774
1627.92,-72.716
1627.96,-72.74
1628,-72.779
1628.04,-72.701
1628.08,-72.628
1628.12,-72.674
1628.16,-72.623
1628.2,-72.647
1628.24,-72.648
1628.28,-72.631
1628.32,-72.608
1628.36,-72.62
1628.4,-72.605
1628.44,-72.558
1628.48,-72.542
1628.52,-72.488
1628.56,-72.569
1628.6,-72.507
1628.64,-72.52
1628.68,-72.482
1628.72,-72.453
1628.76,-72.431
1628.8,-72.452
1628.84,-72.437
1628.88,-72.408
1628.92,-72.461
1628.96,-72.418
1629,-72.385
1629.04,-72.375
1629.08,-72.383
1629.12,-72.384
1629.16,-72.352
1629.2,-72.324
1629.24,-72.285
1629.28,-72.286
1629.32,-72.265
1629.36,-72.273
1629.4,-72.306
1629.44,-72.244
1629.48,-72.253
1629.52,-72.215
1629.56,-72.256
1629.6,-72.197
1629.64,-72.201
1629.68,-72.185
1629.72,-72.174
1629.76,-72.128
1629.8,-72.097
1629.84,-72.129
1629.88,-72.124
1629.92,-72.12
1629.96,-72.089
1630,-72.071
1630.04,-72.105
1630.08,-72.076
1630.12,-72.059
1630.16,-72.029
1630.2,-72.013
1630.24,-72.034
1630.28,-72.055
1630.32,-71.992
1630.36,-71.988
1630.4,-71.963
1630.44,-71.97
1630.48,-72.002
1630.52,-71.94
1630.56,-71.958
1630.6,-71.942
1630.64,-71.901
1630.68,-71.94
1630.72,-71.894
1630.76,-71.897
1630.8,-71.912
1630.84,-71.911
1630.88,-71.903
1630.92,-71.855
1630.96,-71.842
1631,-71.859
1631.04,-71.856
1631.08,-71.816
1631.12,-71.873
1631.16,-71.799
1631.2,-71.819
1631.24,-71.778
1631.28,-71.792
1631.32,-71.751
1631.36,-71.755
1631.4,-71.715
1631.44,-71.749
1631.48,-71.828
1631.52,-71.747
1631.56,-71.723
1631.6,-71.736
1631.64,-71.676
1631.68,-71.705
1631.72,-71.727
1631.76,-71.73
1631.8,-71.688
1631.84,-71.681
1631.88,-71.67
1631.92,-71.676
1631.96,-71.701
1632,-71.641
1632.04,-71.635
1632.08,-71.632
1632.12,-71.658
1632.16,-71.614
1632.2,-71.612
1632.24,-71.618
1632.28,-71.57
1632.32,-71.595
1632.36,-71.578
1632.4,-71.59
1632.44,-71.589
1632.48,-71.558
1632.52,-71.543
1632.56,-71.562
1632.6,-71.547
1632.64,-71.561
1632.68,-71.555
1632.72,-71.488
1632.76,-71.503
1632.8,-71.489
1632.84,-71.517
1632.88,-71.519
1632.92,-71.538
1632.96,-71.512
1633,-71.523
1633.04,-71.469
1633.08,-71.503
1633.12,-71.453
1633.16,-71.461
1633.2,-71.46
1633.24,-71.463
1633.28,-71.435
1633.32,-71.451
1633.36,-71.426
1633.4,-71.417
1633.44,-71.414
1633.48,-71.43
1633.52,-71.406
1633.56,-71.402
1633.6,-71.364
1633.64,-71.404
1633.68,-71.388
1633.72,-71.351
1633.76,-71.38
1633.8,-71.354
1633.84,-71.383
1633.88,-71.34
1633.92,-71.346
1633.96,-71.35
1634,-71.341
1634.04,-71.339
1634.08,-71.355
1634.12,-71.365
1634.16,-71.351
1634.2,-71.308
1634.24,-71.322
1634.28,-71.316
1634.32,-71.33
1634.36,-71.314
1634.4,-71.258
1634.44,-71.289
1634.48,-71.275
1634.52,-71.315
1634.56,-71.31
1634.6,-71.293
1634.64,-71.288
1634.68,-71.295
1634.72,-71.279
1634.76,-71.253
1634.8,-71.247
1634.84,-71.242
1634.88,-71.264
1634.92,-71.267
1634.96,-71.239
1635,-71.24
1635.04,-71.243
1635.08,-71.235
1635.12,-71.226
1635.16,-71.214
1635.2,-71.217
1635.24,-71.216
1635.28,-71.189
1635.32,-71.165
1635.36,-71.204
1635.4,-71.197
1635.44,-71.213
1635.48,-71.184
1635.52,-71.17
1635.56,-71.172
1635.6,-71.182
1635.64,-71.191
1635.68,-71.172
1635.72,-71.212
1635.76,-71.142
1635.8,-71.157
1635.84,-71.169
1635.88,-71.159
1635.92,-71.151
1635.96,-71.22
1636,-71.178
1636.04,-71.186
1636.08,-71.155
1636.12,-71.183
1636.16,-71.135
1636.2,-71.166
1636.24,-71.173
1636.28,-71.157
1636.32,-71.176
1636.36,-71.124
1636.4,-71.152
1636.44,-71.121
1636.48,-71.11
1636.52,-71.142
1636.56,-71.134
1636.6,-71.112
1636.64,-71.145
1636.68,-71.178
1636.72,-71.16
1636.76,-71.134
1636.8,-71.102
1636.84,-71.107
1636.88,-71.117
1636.92,-71.124
1636.96,-71.137
1637,-71.1
1637.04,-71.116
1637.08,-71.132
1637.12,-71.158
1637.16,-71.1
1637.2,-71.184
1637.24,-71.107
1637.28,-71.151
1637.32,-71.147
1637.36,-71.115
1637.4,-71.116
1637.44,-71.106
1637.48,-71.148
1637.52,-71.088
1637.56,-71.15
1637.6,-71.151
1637.64,-71.145
1637.68,-71.118
1637.72,-71.102
1637.76,-71.111
1637.8,-71.131
1637.84,-71.139
1637.88,-71.108
1637.92,-71.123
1637.96,-71.122
1638,-71.109
1638.04,-71.148
1638.08,-71.081
1638.12,-71.118
1638.16,-71.117
1638.2,-71.119
1638.24,-71.155
1638.28,-71.104
1638.32,-71.159
1638.36,-71.106
1638.4,-71.118
1638.44,-71.135
1638.48,-71.114
1638.52,-71.146
1638.56,-71.159
1638.6,-71.105
1638.64,-71.105
1638.68,-71.13
1638.72,-71.128
1638.76,-71.106
1638.8,-71.108
1638.84,-71.095
1638.88,-71.127
1638.92,-71.125
1638.96,-71.153
1639,-71.103
1639.04,-71.129
1639.08,-71.11
1639.12,-71.121
1639.16,-71.131
1639.2,-71.124
1639.24,-71.138
1639.28,-71.118
1639.32,-71.133
1639.36,-71.097
1639.4,-71.144
1639.44,-71.107
1639.48,-71.173
1639.52,-71.133
1639.56,-71.112
1639.6,-71.124
1639.64,-71.099
1639.68,-71.153
1639.72,-71.122
1639.76,-71.147
1639.8,-71.096
1639.84,-71.161
1639.88,-71.149
1639.92,-71.167
1639.96,-71.144
1640,-71.16
1640.04,-71.191
1640.08,-71.186
1640.12,-71.176
1640.16,-71.184
1640.2,-71.171
1640.24,-71.172
1640.28,-71.147
1640.32,-71.158
1640.36,-71.211
1640.4,-71.203
1640.44,-71.141
1640.48,-71.2
1640.52,-71.206
1640.56,-71.268
1640.6,-71.21
1640.64,-71.214
1640.68,-71.23
1640.72,-71.211
1640.76,-71.214
1640.8,-71.23
1640.84,-71.233
1640.88,-71.261
1640.92,-71.219
1640.96,-71.21
1641,-71.265
1641.04,-71.248
1641.08,-71.266
1641.12,-71.29
1641.16,-71.25
1641.2,-71.27
1641.24,-71.238
1641.28,-71.262
1641.32,-71.264
1641.36,-71.26
1641.4,-71.239
1641.44,-71.307
1641.48,-71.308
1641.52,-71.276
1641.56,-71.267
1641.6,-71.288
1641.64,-71.218
1641.68,-71.278
1641.72,-71.26
1641.76,-71.269
1641.8,-71.297
1641.84,-71.284
1641.88,-71.256
1641.92,-71.307
1641.96,-71.271
1642,-71.277
1642.04,-71.325
1642.08,-71.307
1642.12,-71.315
1642.16,-71.285
1642.2,-71.318
1642.24,-71.357
1642.28,-71.277
1642.32,-71.333
1642.36,-71.351
1642.4,-71.305
1642.44,-71.338
1642.48,-71.325
1642.52,-71.314
1642.56,-71.316
1642.6,-71.383
1642.64,-71.321
1642.68,-71.323
1642.72,-71.375
1642.76,-71.358
1642.8,-71.364
1642.84,-71.418
1642.88,-71.4
1642.92,-71.408
1642.96,-71.344
1643,-71.405
1643.04,-71.428
1643.08,-71.364
1643.12,-71.39
1643.16,-71.43
1643.2,-71.335
1643.24,-71.412
1643.28,-71.452
1643.32,-71.444
1643.36,-71.407
1643.4,-71.408
1643.44,-71.424
1643.48,-71.44
1643.52,-71.454
1643.56,-71.387
1643.6,-71.464
1643.64,-71.432
1643.68,-71.492
1643.72,-71.527
1643.76,-71.468
1643.8,-71.52
1643.84,-71.494
1643.88,-71.503
1643.92,-71.492
1643.96,-71.566
1644,-71.544
1644.04,-71.516
1644.08,-71.512
1644.12,-71.5
1644.16,-71.572
1644.2,-71.591
1644.24,-71.599
1644.28,-71.588
1644.32,-71.625
1644.36,-71.572
1644.4,-71.571
1644.44,-71.612
1644.48,-71.545
1644.52,-71.582
1644.56,-71.597
1644.6,-71.557
1644.64,-71.542
1644.68,-71.557
1644.72,-71.59
1644.76,-71.578
1644.8,-71.572
1644.84,-71.586
1644.88,-71.6
1644.92,-71.623
1644.96,-71.69
1645,-71.655
1645.04,-71.637
1645.08,-71.623
1645.12,-71.672
1645.16,-71.646
1645.2,-71.669
1645.24,-71.642
1645.28,-71.669
1645.32,-71.665
1645.36,-71.679
1645.4,-71.727
1645.44,-71.727
1645.48,-71.691
1645.52,-71.722
1645.56,-71.742
1645.6,-71.799
1645.64,-71.76
1645.68,-71.752
1645.72,-71.803
1645.76,-71.771
1645.8,-71.78
1645.84,-71.792
1645.88,-71.792
1645.92,-71.801
1645.96,-71.772
1646,-71.803
1646.04,-71.84
1646.08,-71.799
1646.12,-71.863
1646.16,-71.838
1646.2,-71.831
1646.24,-71.832
1646.28,-71.803
1646.32,-71.859
1646.36,-71.853
1646.4,-71.885
1646.44,-71.895
1646.48,-71.89
1646.52,-71.884
1646.56,-71.899
1646.6,-71.864
1646.64,-71.815
1646.68,-71.908
1646.72,-71.903
1646.76,-71.949
1646.8,-71.937
1646.84,-71.939
1646.88,-72.047
1646.92,-71.989
1646.96,-71.897
1647,-72.009
1647.04,-71.99
1647.08,-72.02
1647.12,-72.012
1647.16,-72.074
1647.2,-72.042
1647.24,-72.075
1647.28,-72.072
1647.32,-72.076
1647.36,-72.104
1647.4,-72.092
1647.44,-72.114
1647.48,-72.12
1647.52,-72.104
1647.56,-72.061
1647.6,-72.056
1647.64,-72.139
1647.68,-72.103
1647.72,-72.176
1647.76,-72.139
1647.8,-72.132
1647.84,-72.143
1647.88,-72.219
1647.92,-72.118
1647.96,-72.182
1648,-72.173
1648.04,-72.21
1648.08,-72.299
1648.12,-72.222
1648.16,-72.28
1648.2,-72.305
1648.24,-72.28
1648.28,-72.331
1648.32,-72.253
1648.36,-72.327
1648.4,-72.292
1648.44,-72.341
1648.48,-72.366
1648.52,-72.299
1648.56,-72.365
1648.6,-72.272
1648.64,-72.32
1648.68,-72.3
1648.72,-72.305
1648.76,-72.28
1648.8,-72.466
1648.84,-72.413
1648.88,-72.44
1648.92,-72.393
1648.96,-72.442
1649,-72.453
1649.04,-72.42
1649.08,-72.359
1649.12,-72.381
1649.16,-72.433
1649.2,-72.485
1649.24,-72.545
1649.28,-72.541
1649.32,-72.537
1649.36,-72.609
1649.4,-72.579
1649.44,-72.715
1649.48,-72.477
1649.52,-72.635
1649.56,-72.645
1649.6,-72.536
1649.64,-72.736
1649.68,-72.559
1649.72,-72.627
1649.76,-72.582
1649.8,-72.664
1649.84,-72.575
1649.88,-72.661
1649.92,-72.659
1649.96,-72.641
1650,-72.673
